"veh_value","exposure","veh_body","veh_age","gender","area","agecat","anomaly"
1.4,0.1067761807,"HBACK",1,"F","B",1,0
1.81,0.8925393566,"PANVN",3,"F","C",1,0
0.43,0.2026009582,"SEDAN",4,"F","B",4,0
1.4,0.3449691992,"STNWG",4,"M","C",3,0
0.43,0.4599589322,"HBACK",4,"F","B",4,0
1.24,0.5119780972,"HBACK",2,"F","E",3,0
1.87,0.9445585216,"TRUCK",3,"M","B",2,0
1.54,0.9445585216,"SEDAN",2,"F","B",4,0
2.9,0.7337440109,"SEDAN",1,"M","D",6,0
1.37,0.5503080082,"STNWG",4,"M","C",4,0
1.52,0.7282683094,"SEDAN",2,"F","C",4,0
1.34,0.1122518823,"UTE",3,"M","D",1,0
2.7,0.8706365503,"STNWG",2,"F","B",2,0
2.86,0.4654346338,"SEDAN",1,"F","C",1,0
1.42,0.7337440109,"SEDAN",3,"F","A",3,1
1.64,0.4161533196,"HBACK",3,"F","A",4,1
1.47,0.7337440109,"SEDAN",2,"F","C",1,0
0.52,0.7337440109,"SEDAN",4,"F","B",2,0
1.3,0.7337440109,"HBACK",2,"F","C",5,0
1.23,0.7337440109,"HBACK",2,"F","B",5,1
2.09,0.7310061602,"SEDAN",2,"M","A",3,0
0.7,0.6516084873,"SEDAN",4,"M","C",2,0
1.36,0.1040383299,"HBACK",1,"F","A",3,1
2.88,0.2354551677,"TRUCK",3,"M","F",5,0
1.93,0.205338809,"SEDAN",1,"M","A",3,0
1.49,0.424366872,"HBACK",1,"F","A",6,0
2.23,0.5749486653,"STNWG",4,"M","B",4,0
2.11,0.7310061602,"HDTOP",4,"M","D",4,0
0.5,0.9993155373,"PANVN",4,"M","C",3,0
3.61,0.7748117728,"COUPE",2,"F","B",3,0
0.8,0.758384668,"HBACK",3,"M","A",1,0
2.79,0.4599589322,"STNWG",2,"F","C",2,1
1.99,0.5393566051,"SEDAN",2,"M","B",2,1
0.82,0.5393566051,"SEDAN",3,"F","C",3,1
1.17,0.1642710472,"STNWG",3,"F","D",3,0
2.234,0.6351813826,"HBACK",1,"F","B",3,0
1.34,0.7912388775,"STNWG",4,"F","C",3,0
1.35,0.7912388775,"SEDAN",3,"F","A",5,0
3.414,0.7310061602,"TRUCK",1,"M","D",2,0
1.14,0.6543463381,"STNWG",3,"F","C",6,0
2.84,0.2108145106,"STNWG",3,"M","F",2,0
1.07,0.2080766598,"HBACK",3,"F","C",2,0
3.81,0.4052019165,"STNWG",2,"F","E",5,0
1.37,0.8240930869,"STNWG",4,"F","D",4,0
1.74,0.7748117728,"STNWG",4,"M","B",2,0
2.54,0.7310061602,"SEDAN",1,"M","B",4,0
1.27,0.1204654346,"HBACK",1,"F","A",4,0
1.55,0.7310061602,"HBACK",2,"F","A",4,0
1.85,0.7693360712,"SEDAN",2,"F","D",2,0
1.82,0.7748117728,"STNWG",4,"M","B",3,0
0.93,0.5585215606,"SEDAN",4,"F","B",4,0
1.71,0.681724846,"HBACK",1,"F","B",6,0
4,0.9993155373,"STNWG",3,"F","A",5,0
1.6,0.7748117728,"SEDAN",1,"F","C",4,0
0.58,0.7748117728,"HBACK",4,"F","B",2,0
1.08,0.8432580424,"HDTOP",4,"M","C",2,0
1.24,0.1560574949,"HBACK",2,"M","D",3,0
1.428,0.7310061602,"HBACK",1,"M","B",3,0
2.87,0.5804243669,"STNWG",2,"F","A",2,0
0.46,0.4216290212,"HBACK",4,"M","B",4,0
1.87,0.8980150582,"SEDAN",2,"F","B",2,0
1.8,0.3696098563,"HBACK",3,"M","B",6,0
2.04,0.3696098563,"HBACK",1,"F","B",4,1
1.22,0.3696098563,"STNWG",4,"F","C",2,0
0.46,0.3696098563,"HBACK",4,"M","A",4,0
1.71,0.1478439425,"HBACK",2,"F","C",3,0
4.12,0.8733744011,"TRUCK",2,"F","D",4,0
1.74,0.8706365503,"HBACK",1,"F","C",3,0
3.45,0.8706365503,"STNWG",2,"M","A",2,0
1,0.2381930185,"SEDAN",3,"M","D",3,0
1.82,0.3394934976,"UTE",1,"F","B",4,0
0.29,0.1916495551,"HBACK",4,"M","B",4,1
1.5,0.7885010267,"HDTOP",3,"F","A",3,0
0.79,0.5366187543,"HBACK",3,"M","E",4,0
1.99,0.5366187543,"SEDAN",2,"F","C",3,1
1.76,0.4188911704,"SEDAN",2,"F","A",3,1
1.16,0.772073922,"SEDAN",3,"F","C",3,0
2.19,0.7446954141,"SEDAN",2,"F","C",4,0
1.38,0.3668720055,"SEDAN",3,"M","A",2,0
2.8,0.8021902806,"TRUCK",3,"F","A",1,0
1.51,0.8021902806,"MIBUS",4,"F","B",3,0
0.83,0.8021902806,"SEDAN",4,"F","A",4,0
1.74,0.8021902806,"HBACK",2,"F","B",4,0
2.5,0.8021902806,"STNWG",2,"M","B",5,0
1.399,0.3093771389,"HBACK",1,"F","C",2,0
0.31,0.1697467488,"HBACK",4,"F","B",4,0
4.5,0.9144421629,"STNWG",1,"M","C",4,0
2.88,0.9117043121,"HDTOP",2,"F","D",4,0
2.38,0.5503080082,"STNWG",2,"F","B",4,1
1.41,0.772073922,"HDTOP",3,"M","E",4,0
3.04,0.9993155373,"TRUCK",3,"M","D",2,0
0.76,0.5338809035,"HBACK",4,"F","C",5,0
2.14,0.0410677618,"HBACK",1,"F","A",2,1
1.26,0.3668720055,"HBACK",2,"F","A",1,0
0.55,0.3668720055,"SEDAN",4,"F","E",3,0
2,0.7693360712,"SEDAN",1,"M","B",1,0
3.56,0.5804243669,"MCARA",3,"F","F",5,0
1.26,0.8459958932,"SEDAN",3,"F","E",4,0
0.45,0.772073922,"SEDAN",4,"M","A",3,0
0.53,0.038329911,"SEDAN",4,"M","A",4,0
1.68,0.9034907598,"STNWG",3,"M","C",1,0
0.82,0.7227926078,"HBACK",4,"M","A",2,1
2.43,0.7994524298,"SEDAN",1,"F","D",6,0
3.15,0.7994524298,"STNWG",2,"F","F",5,0
1.84,0.4216290212,"SEDAN",2,"F","A",4,0
1.01,0.5201916495,"HBACK",3,"M","C",2,0
1.79,0.7994524298,"STNWG",4,"F","B",2,0
2.75,0.900752909,"STNWG",3,"M","A",3,0
0.75,0.5804243669,"STNWG",4,"M","C",2,0
0.72,0.7227926078,"SEDAN",4,"F","E",2,0
1.62,0.7227926078,"SEDAN",2,"M","B",1,0
1.31,0.334017796,"HBACK",1,"F","D",2,1
0.74,0.2847364819,"HBACK",4,"F","C",3,0
1.57,0.772073922,"HBACK",2,"F","C",3,0
1.45,0.772073922,"HBACK",1,"M","B",4,0
2.54,0.7227926078,"SEDAN",1,"F","B",4,1
2.28,0.3641341547,"STNWG",3,"M","C",4,0
1.51,0.3641341547,"STNWG",4,"M","C",2,0
0.48,0.7227926078,"HBACK",4,"M","C",1,0
0.5,0.7227926078,"STNWG",4,"M","C",4,0
3.24,0.720054757,"STNWG",2,"F","A",2,0
1.73,0.900752909,"UTE",3,"M","D",4,0
1.47,0.3969883641,"HBACK",1,"M","C",4,0
1.36,0.848733744,"HBACK",2,"F","A",3,0
1.79,0.6242299795,"STNWG",4,"M","A",2,0
1.56,0.7227926078,"STNWG",4,"M","C",4,0
1.28,0.3039014374,"HBACK",3,"F","B",4,0
2.23,0.3148528405,"SEDAN",2,"F","B",3,0
1.01,0.1204654346,"HBACK",3,"M","C",4,1
1.64,0.3641341547,"HBACK",2,"M","C",2,1
0.31,0.052019165,"SEDAN",4,"M","C",1,0
1.33,0.720054757,"HBACK",2,"M","B",3,0
2.8,0.7693360712,"SEDAN",3,"M","A",2,0
1.68,0.5037645448,"SEDAN",2,"F","C",6,0
0.37,0.5065023956,"SEDAN",4,"F","A",6,0
1.35,0.5037645448,"SEDAN",3,"F","E",4,0
1.34,0.7693360712,"PANVN",3,"F","B",4,0
0.59,0.4900752909,"SEDAN",4,"F","A",6,0
1,0.6105407255,"HBACK",3,"F","A",3,0
1.27,0.5037645448,"SEDAN",3,"M","C",5,0
1.37,0.9993155373,"SEDAN",3,"M","C",2,0
1.98,0.7693360712,"STNWG",2,"F","D",2,1
1.57,0.5092402464,"SEDAN",2,"F","A",3,0
1.01,0.5092402464,"HBACK",2,"M","E",2,0
0.79,0.5065023956,"HBACK",3,"F","A",4,0
0.43,0.1505817933,"HBACK",4,"F","A",4,0
1.43,0.4900752909,"COUPE",4,"M","B",4,0
1.64,0.93908282,"SEDAN",2,"F","C",2,0
2.03,0.3586584531,"SEDAN",2,"F","C",3,0
1.14,0.4134154689,"HBACK",2,"F","B",1,0
4.08,0.3668720055,"SEDAN",2,"M","C",4,1
1.23,0.4654346338,"SEDAN",4,"M","A",5,0
1.81,0.5859000684,"STNWG",4,"F","F",2,0
1.3,0.7118412046,"HBACK",2,"F","D",1,0
1.81,0.3559206023,"SEDAN",2,"F","F",4,0
1.15,0.7693360712,"HBACK",4,"M","C",4,0
1.67,0.4517453799,"STNWG",2,"F","F",3,0
0.37,0.3258042437,"SEDAN",4,"M","B",5,0
1.3,0.720054757,"HBACK",2,"F","C",1,0
2.58,0.3586584531,"STNWG",3,"F","A",2,0
0.85,0.5859000684,"HBACK",3,"M","C",4,0
1,0.5037645448,"HBACK",4,"F","B",4,1
5.06,0.4845995893,"STNWG",1,"F","D",4,0
1.21,0.0492813142,"HBACK",2,"M","A",4,0
2.44,0.2108145106,"TRUCK",2,"M","F",1,0
3.11,0.4955509925,"STNWG",3,"M","A",4,0
2.39,0.5037645448,"STNWG",3,"M","A",2,0
0.74,0.8049281314,"HBACK",3,"F","A",4,0
1.46,0.6516084873,"UTE",4,"F","F",2,0
2.05,0.8925393566,"PANVN",3,"F","C",4,0
3.83,0.720054757,"STNWG",2,"F","A",3,0
0.87,0.167008898,"HBACK",3,"F","C",2,0
2.13,0.1998631075,"STNWG",2,"M","E",3,0
1.82,0.3093771389,"STNWG",3,"M","C",6,0
1.59,0.3121149897,"SEDAN",1,"F","C",6,0
0.92,0.6899383984,"HBACK",3,"F","C",6,0
2.34,0.8596851472,"UTE",2,"F","C",4,0
3,0.4791238877,"STNWG",3,"F","C",2,0
1.82,0.6872005476,"SEDAN",2,"F","C",6,0
1.32,0.3093771389,"SEDAN",3,"F","C",4,0
0.47,0.3093771389,"SEDAN",4,"M","B",4,0
1.22,0.2984257358,"HDTOP",4,"M","B",3,0
1.79,0.720054757,"STNWG",4,"F","E",4,0
1.67,0.6899383984,"HDTOP",3,"F","A",5,0
1.36,0.7118412046,"HBACK",2,"F","B",1,0
3.199,0.5174537988,"STNWG",1,"M","D",3,0
1.33,0.1752224504,"STNWG",4,"F","B",3,0
0.42,0.9062286105,"UTE",4,"F","D",2,0
2.91,0.720054757,"STNWG",1,"M","E",1,0
3.65,0.7994524298,"MCARA",2,"M","A",3,0
1.399,0.3586584531,"HBACK",1,"F","A",1,0
4.67,0.501026694,"STNWG",1,"F","D",5,0
0.74,0.3969883641,"HBACK",4,"F","A",4,0
1.45,0.4982888433,"SEDAN",3,"F","D",5,0
1.26,0.8021902806,"SEDAN",3,"M","B",3,0
1.26,0.4982888433,"SEDAN",3,"M","A",3,0
1.45,0.4982888433,"SEDAN",3,"M","A",2,0
1.01,0.501026694,"HBACK",2,"M","C",3,0
1.96,0.4407939767,"STNWG",4,"F","B",2,0
5.51,0.4435318275,"STNWG",1,"M","F",2,0
2.81,0.5256673511,"STNWG",1,"F","D",4,0
2.2,0.4736481862,"STNWG",3,"M","F",3,0
0.95,0.4736481862,"SEDAN",3,"M","A",2,1
1.41,0.34770705,"SEDAN",3,"M","C",2,0
3.3588,0.2683093771,"SEDAN",1,"F","C",4,1
1.14,0.2874743326,"HBACK",3,"M","C",2,0
3.56,0.3175906913,"HDTOP",2,"M","F",1,0
1.37,0.7556468172,"SEDAN",2,"F","A",5,0
1.46,0.7529089665,"HBACK",1,"F","B",1,0
1.649,0.7173169062,"HBACK",1,"F","B",6,0
3.04,0.2464065708,"HDTOP",1,"F","C",2,0
1.33,0.9117043121,"HBACK",1,"F","D",5,0
0.84,0.6926762491,"HBACK",3,"F","E",4,0
1.33,0.4654346338,"SEDAN",3,"F","B",2,0
1.27,0.3066392882,"STNWG",4,"M","D",6,0
1.48,0.4106776181,"SEDAN",2,"F","D",1,0
1.67,0.7282683094,"HBACK",3,"F","B",1,0
4.8,0.1587953457,"STNWG",2,"M","A",2,0
1.12,0.1149897331,"STNWG",4,"F","A",2,0
3.04,0.7556468172,"STNWG",2,"F","C",2,0
5.33,0.9171800137,"SEDAN",1,"M","C",2,0
1.8353,0.6570841889,"HBACK",1,"F","B",2,1
0.39,0.3559206023,"HBACK",4,"M","C",4,0
0.86,0.6735112936,"SEDAN",3,"M","A",3,0
1.03,0.0958247775,"SEDAN",3,"F","C",1,0
1.17,0.7529089665,"HBACK",2,"M","A",3,0
0.53,0.1533196441,"HBACK",4,"F","B",4,0
3.5,0.8843258042,"UTE",1,"M","F",3,0
2.6225,0.5995893224,"SEDAN",1,"F","C",3,1
0.51,0.4982888433,"SEDAN",4,"M","E",6,0
1.26,0.8898015058,"HBACK",2,"F","C",1,0
3.3,0.7145790554,"STNWG",2,"M","C",3,0
4.39,0.8843258042,"STNWG",2,"M","A",2,0
0.71,0.0876112252,"HBACK",3,"F","C",4,0
0.76,0.7145790554,"HBACK",3,"F","C",3,0
1.99,0.3531827515,"STNWG",4,"M","C",2,0
1.12,0.3039014374,"HBACK",3,"F","A",6,0
0.73,0.7145790554,"SEDAN",4,"F","D",1,0
1.83,0.7529089665,"HBACK",1,"M","C",1,0
0.41,0.887063655,"SEDAN",4,"M","B",1,0
1.17,0.2436687201,"SEDAN",3,"F","A",2,0
1.93,0.7912388775,"STNWG",4,"M","C",5,0
3.99,0.7939767283,"TRUCK",1,"M","B",4,0
0.38,0.7939767283,"SEDAN",4,"M","B",6,1
0.78,0.0684462697,"HBACK",3,"F","C",3,0
0.54,0.553045859,"HBACK",4,"F","C",3,0
1.85,0.7939767283,"SEDAN",2,"M","B",3,0
2.26,0.3039014374,"UTE",3,"M","D",3,0
3.93,0.2026009582,"STNWG",3,"M","B",5,0
1.3,0.7529089665,"HBACK",1,"F","A",2,1
1.42,0.2299794661,"HBACK",1,"F","C",2,1
1.01,0.7912388775,"SEDAN",3,"M","A",3,0
3.889,0.5585215606,"TRUCK",1,"M","D",5,1
1.02,0.7967145791,"STNWG",4,"F","C",4,0
4.19,0.5968514716,"STNWG",2,"M","A",4,0
1.35,0.5174537988,"SEDAN",3,"F","E",6,0
0.54,0.5475701574,"HBACK",4,"M","D",5,0
2.19,0.7939767283,"SEDAN",2,"F","C",4,0
2,0.7912388775,"SEDAN",2,"M","C",3,1
3.28,0.7912388775,"STNWG",1,"F","A",2,1
0.93,0.7939767283,"SEDAN",4,"F","C",6,0
1.86,0.59137577,"SEDAN",2,"F","E",4,0
3.55,0.7501711157,"UTE",2,"M","D",6,0
2.3,0.462696783,"HBACK",1,"F","C",1,0
3.34,0.1368925394,"UTE",1,"M","C",4,1
1.47,0.3531827515,"HBACK",1,"F","A",1,1
2.39,0.7145790554,"SEDAN",1,"M","A",4,1
1.3,0.7145790554,"HBACK",2,"F","B",1,0
8.74,0.7118412046,"SEDAN",3,"M","A",3,0
2.06,0.4024640657,"PANVN",2,"M","B",2,0
2.24,0.5338809035,"SEDAN",2,"M","F",1,0
1.08,0.887063655,"SEDAN",4,"F","A",2,0
3.96,0.4654346338,"UTE",1,"F","C",1,0
0.35,0.4654346338,"SEDAN",4,"F","C",3,1
2.1,0.2491444216,"HDTOP",3,"M","D",3,0
1.74,0.1368925394,"SEDAN",2,"M","C",3,0
2.97,0.1615331964,"STNWG",3,"F","B",3,1
1.99,0.7364818617,"SEDAN",2,"F","C",3,0
1.44,0.4736481862,"SEDAN",3,"M","A",6,0
1.75,0.6160164271,"SEDAN",2,"F","C",2,0
2.63,0.8980150582,"STNWG",2,"M","C",2,0
1.19,0.462696783,"SEDAN",3,"F","C",5,0
1.78,0.1341546886,"SEDAN",2,"M","C",5,1
1.42,0.7885010267,"SEDAN",3,"F","C",3,1
1.08,0.7885010267,"SEDAN",4,"M","F",5,0
0.98,0.2299794661,"SEDAN",3,"M","B",4,1
1.84,0.681724846,"HBACK",2,"F","A",2,1
1.07,0.7885010267,"SEDAN",3,"F","C",4,0
0.6,0.8624229979,"UTE",4,"M","C",3,0
1.7,0.1889117043,"STNWG",3,"M","B",2,1
1.29,0.5968514716,"SEDAN",3,"M","C",1,0
2.71,0.5284052019,"STNWG",3,"M","E",2,0
0.87,0.4791238877,"HBACK",3,"F","B",4,1
1.5,0.4052019165,"HBACK",1,"F","D",3,0
2.32,0.7118412047,"STNWG",3,"F","B",3,0
1.62,0.34770705,"HBACK",2,"F","A",1,0
0.51,0.8815879535,"STNWG",4,"M","C",2,0
1.41,0.7118412046,"HBACK",1,"M","B",2,1
1.89,0.8624229979,"SEDAN",2,"F","B",1,1
1.31,0.2491444216,"COUPE",3,"F","A",4,0
0.85,0.59137577,"HBACK",3,"F","E",4,0
1.84,0.1095140315,"SEDAN",4,"F","A",1,1
1.51,0.4052019165,"HBACK",2,"F","C",4,1
1.349,0.5941136208,"HBACK",1,"F","B",4,1
1.98,0.8815879535,"STNWG",4,"M","C",2,0
5.29,0.4517453799,"STNWG",1,"F","B",1,0
3.78,0.34770705,"STNWG",1,"F","C",1,0
1.02,0.7091033539,"STNWG",4,"M","C",5,0
0.44,0.7091033539,"SEDAN",4,"M","B",4,0
1.78,0.7446954141,"SEDAN",2,"M","A",4,0
0.8,0.5366187543,"COUPE",4,"F","B",3,0
2.02,0.7446954141,"SEDAN",1,"F","C",5,0
0.53,0.7118412046,"HBACK",4,"M","C",1,0
4.19,0.4544832307,"SEDAN",1,"M","C",5,0
1.5,0.5366187543,"HBACK",2,"M","C",1,0
2.2,0.2874743326,"MIBUS",3,"M","E",3,0
0.84,0.7857631759,"SEDAN",3,"M","A",4,1
1.4,0.5995893224,"HBACK",1,"F","A",4,1
1.75,0.7419575633,"SEDAN",2,"F","D",5,1
1.95,0.7446954141,"STNWG",3,"F","B",3,0
1.26,0.1998631075,"STNWG",3,"F","D",1,0
5.59,0.9171800137,"STNWG",1,"M","C",3,0
1.38,0.34770705,"STNWG",4,"M","E",1,0
1.27,0.3449691992,"STNWG",4,"M","B",4,0
1.36,0.8678986995,"MIBUS",4,"F","A",4,0
1.36,0.8788501027,"STNWG",4,"F","D",4,0
1.26,0.9993155373,"HBACK",2,"F","C",5,0
1.49,0.8131416838,"UTE",3,"F","B",3,0
3.01,0.7419575633,"UTE",1,"M","A",1,0
1.03,0.34770705,"SEDAN",3,"M","E",2,0
0.83,0.5338809035,"HBACK",3,"F","A",3,0
8.93,0.7036276523,"SEDAN",1,"F","C",5,1
2.76,0.1587953457,"STNWG",2,"M","E",2,1
1.33,0.9993155373,"STNWG",4,"M","B",5,0
1.15,0.128678987,"SEDAN",3,"F","C",5,1
4.08,0.1587953457,"MCARA",2,"M","B",5,0
4.28,0.5311430527,"STNWG",2,"M","A",3,0
0.55,0.3613963039,"HBACK",4,"F","E",4,0
2.17,0.8268309377,"SEDAN",3,"F","D",6,0
1.52,0.167008898,"STNWG",4,"M","B",5,0
0.46,0.2135523614,"HBACK",4,"M","F",3,0
2.59,0.9555099247,"TRUCK",3,"M","A",5,0
3.97,0.7036276523,"STNWG",2,"F","C",3,0
2.26,0.9527720739,"HBACK",1,"M","A",3,0
0.75,0.9555099247,"STNWG",4,"M","B",2,0
1.49,0.4955509925,"HBACK",1,"F","E",5,0
2.25,0.5037645448,"STNWG",4,"M","B",1,0
4.43,0.7036276523,"STNWG",3,"M","F",2,1
1.24,0.5037645448,"HDTOP",4,"F","E",2,0
10.9,0.4572210814,"SEDAN",1,"M","A",1,0
0.44,0.1752224504,"HBACK",4,"M","A",1,0
0.8,0.8788501027,"HBACK",3,"F","A",1,0
2.19,0.9993155373,"TRUCK",4,"M","F",4,0
4.45,0.4900752909,"TRUCK",1,"M","F",3,0
3.18,0.7364818617,"STNWG",1,"F","A",5,0
2.01,0.7036276523,"PANVN",2,"M","A",1,0
1.12,0.3011635866,"HBACK",3,"F","A",6,0
2.89,0.6981519507,"STNWG",2,"F","A",4,0
1.91,0.9993155373,"STNWG",4,"M","C",3,0
1.26,0.205338809,"SEDAN",3,"F","B",2,0
4.03,0.4928131417,"STNWG",2,"F","E",4,0
1.86,0.4928131417,"SEDAN",1,"M","C",4,0
0.9,0.4928131417,"HBACK",3,"F","B",1,0
0.85,0.0219028063,"HBACK",4,"F","B",1,0
1.93,0.8678986995,"UTE",3,"M","B",4,0
0.9,0.4517453799,"SEDAN",3,"M","D",5,0
1.05,0.4709103354,"SEDAN",4,"F","A",3,0
1.43,0.5311430527,"UTE",2,"M","D",1,0
1.34,0.7364818617,"SEDAN",3,"F","D",4,1
4.56,0.3422313484,"STNWG",1,"F","C",2,1
1.17,0.4407939767,"SEDAN",4,"F","C",3,0
0.89,0.2819986311,"SEDAN",3,"F","E",3,0
1.35,0.7337440109,"SEDAN",3,"M","F",4,0
2.13,0.1560574949,"SEDAN",1,"F","A",5,0
0.34,0.7008898015,"HBACK",4,"F","C",3,0
3.19,0.3942505133,"TRUCK",2,"F","C",3,0
1.399,0.3394934976,"HBACK",1,"F","C",1,0
1.61,0.8733744011,"HBACK",2,"M","A",2,1
1.46,0.8706365503,"HBACK",2,"M","B",4,0
1.56,0.5284052019,"STNWG",4,"M","F",3,0
0.6,0.7008898015,"PANVN",4,"M","A",1,0
1.29,0.605065024,"SEDAN",3,"M","A",4,1
0.48,0.9226557153,"HBACK",4,"M","C",5,0
2.46,0.2409308693,"UTE",2,"M","A",2,0
0.74,0.5284052019,"UTE",4,"M","C",6,0
1.17,0.6844626968,"STNWG",4,"F","C",3,1
1.91,0.605065024,"HBACK",2,"F","C",2,1
2.27,0.4572210814,"SEDAN",2,"F","C",4,0
1.77,0.8706365503,"SEDAN",2,"F","B",2,1
2.199,0.1149897331,"SEDAN",1,"F","B",2,0
1.35,0.0657084189,"SEDAN",3,"M","C",1,0
2.03,0.501026694,"HBACK",3,"M","A",5,0
1.03,0.5284052019,"HBACK",3,"F","A",3,0
0.71,0.2984257358,"SEDAN",4,"M","A",4,0
0.68,0.2381930185,"HBACK",4,"F","C",4,0
1.26,0.9993155373,"HBACK",2,"M","A",4,0
1.13,0.2984257358,"SEDAN",3,"F","B",4,0
0.44,0.8815879535,"MIBUS",4,"F","C",3,0
3.13,0.180698152,"STNWG",2,"M","C",4,1
1.39,0.5284052019,"SEDAN",2,"F","A",3,0
1.89,0.7337440109,"SEDAN",3,"F","C",3,0
1.52,0.7008898015,"STNWG",4,"M","E",1,0
3.3,0.7145790554,"UTE",2,"M","B",3,0
2.75,0.9171800137,"STNWG",3,"F","D",6,0
2.61,0.3312799452,"HDTOP",1,"F","B",4,0
1.51,0.1834360027,"HBACK",2,"M","B",2,0
1.26,0.4709103354,"HBACK",2,"M","B",5,0
2.27,0.7337440109,"STNWG",3,"F","A",3,0
2.92,0.3367556468,"STNWG",3,"F","F",2,0
1.26,0.3367556468,"UTE",4,"F","A",4,0
0.38,0.1368925394,"HBACK",4,"M","B",4,1
0.93,0.6926762491,"UTE",4,"M","A",5,1
1.91,0.3285420945,"STNWG",4,"F","C",1,0
1.27,0.0684462697,"HBACK",2,"M","B",4,0
1.71,0.0082135524,"HBACK",2,"F","B",1,0
2.31,0.2902121834,"STNWG",4,"M","F",3,0
3.16,0.0219028063,"UTE",2,"M","B",2,1
1.46,0.5174537988,"SEDAN",3,"F","C",2,0
1.36,0.2518822724,"SEDAN",2,"F","B",3,0
1.64,0.4517453799,"SEDAN",2,"F","A",3,0
2.94,0.8733744011,"STNWG",3,"F","F",4,0
0.65,0.052019165,"HBACK",4,"M","B",2,0
1.29,0.4380561259,"SEDAN",3,"F","B",1,0
2.94,0.8733744011,"STNWG",2,"F","A",3,0
1.83,0.6078028747,"STNWG",3,"M","E",5,0
2.95,0.6078028747,"STNWG",3,"F","E",4,0
3.667,0.3367556468,"STNWG",1,"M","B",2,0
0.36,0.8733744011,"SEDAN",4,"M","B",2,1
1.27,0.3367556468,"STNWG",4,"M","F",4,0
1.16,0.3367556468,"STNWG",4,"M","B",2,0
1.59,0.2683093771,"COUPE",3,"M","A",4,1
0.45,0.3969883641,"SEDAN",4,"M","A",3,0
1.85,0.7830253251,"SEDAN",2,"F","A",4,0
1.16,0.7310061602,"BUS",4,"M","E",5,0
2.099,0.9993155373,"HBACK",1,"F","A",3,1
0.6,0.6981519507,"SEDAN",4,"F","C",4,0
1.74,0.8733744011,"SEDAN",2,"F","A",6,1
1.88,0.6981519507,"SEDAN",1,"F","C",4,0
4.49,0.6105407255,"STNWG",1,"F","D",3,0
1.47,0.6981519507,"HBACK",1,"F","B",5,0
0.71,0.6981519507,"SEDAN",4,"F","A",4,0
2.15,0.3887748118,"MIBUS",3,"M","B",3,1
3,0.4736481862,"STNWG",3,"M","A",2,0
5.69,0.7802874743,"STNWG",2,"F","A",3,1
3.07,0.6105407255,"STNWG",3,"M","C",3,0
1.61,0.4654346338,"UTE",3,"F","E",3,0
0.99,0.8733744011,"SEDAN",4,"F","A",5,0
1.4,0.7857631759,"HBACK",2,"F","A",1,0
1.65,0.0876112252,"SEDAN",2,"F","B",1,0
1.3,0.7310061602,"HBACK",1,"F","A",2,0
1.85,0.7830253251,"SEDAN",2,"F","C",6,0
1.55,0.7802874743,"COUPE",4,"M","B",3,0
1.89,0.7310061602,"BUS",3,"F","C",3,0
1.42,0.9308692676,"UTE",3,"M","B",3,0
0.88,0.9308692676,"HBACK",3,"F","D",2,0
1.399,0.2710472279,"HBACK",1,"F","A",2,0
1.28,0.5201916495,"HBACK",2,"F","C",4,0
0.81,0.6406570842,"HBACK",4,"F","C",5,0
0.73,0.9308692676,"BUS",4,"F","F",2,0
1.65,0.7802874743,"SEDAN",1,"M","C",6,0
0.86,0.7802874743,"SEDAN",4,"F","C",6,0
2.04,0.7802874743,"UTE",4,"M","A",6,0
1.62,0.7802874743,"HDTOP",3,"F","C",2,1
0.87,0.8268309377,"SEDAN",3,"F","C",4,0
0.79,0.3887748118,"TRUCK",4,"M","C",2,0
1.35,0.5201916495,"SEDAN",3,"F","D",6,0
1.75,0.0657084189,"SEDAN",1,"M","C",6,0
3.86,0.6954140999,"STNWG",2,"M","C",1,0
2.05,0.6105407255,"SEDAN",1,"M","A",3,1
1.36,0.7282683094,"HBACK",3,"F","C",5,1
1.22,0.3586584531,"HDTOP",4,"F","D",2,0
2.69,0.5201916495,"STNWG",2,"F","E",4,1
1.87,0.3312799452,"STNWG",4,"F","B",1,0
0.82,0.9336071184,"HBACK",4,"M","A",5,0
2.198,0.3285420945,"HBACK",1,"M","C",5,0
4,0.8350444901,"STNWG",2,"M","C",1,1
1.06,0.8240930869,"HBACK",3,"M","C",2,0
2.71,0.9062286105,"STNWG",3,"M","A",2,0
0.31,0.5174537988,"SEDAN",4,"M","D",5,1
1.95,0.7282683094,"STNWG",3,"M","C",6,0
2.74,0.219028063,"STNWG",1,"M","B",4,0
0.93,0.8624229979,"HBACK",3,"F","C",2,1
3.94,0.7775496235,"STNWG",2,"F","C",5,0
1.22,0.5119780972,"SEDAN",3,"M","A",4,0
0.39,0.3258042437,"HBACK",4,"F","A",1,0
3.34,0.4873374401,"UTE",2,"F","C",4,0
3.02,0.7282683094,"UTE",1,"M","B",4,1
2.66,0.4845995893,"STNWG",3,"F","A",3,0
0.82,0.4845995893,"SEDAN",3,"F","C",5,1
4.2,0.1341546886,"STNWG",2,"F","C",4,0
1.97,0.4873374401,"SEDAN",2,"M","C",4,0
1.74,0.6187542779,"SEDAN",2,"F","B",1,0
3.31,0.3285420945,"STNWG",2,"M","E",5,0
0.41,0.3832991102,"HBACK",4,"F","C",3,0
2.08,0.8980150582,"STNWG",3,"F","F",5,0
